gazetteerId_村志代码,villageInnerId_村庄内部代码,countyId_县区代码,cityId_市代码,provinceId_省代码
259,259,67.0,89,2
260,260,116.0,4,1
261,261,189.0,100,11
262,262,6.0,6,12
263,263,457.0,153,17
264,264,527.0,154,24
265,265,292.0,191,17
266,266,550.0,72,22
267,267,522.0,133,28
268,268,104.0,123,18
269,269,2.0,219,24
270,270,68.0,198,19
271,271,103.0,133,28
272,272,150.0,149,22
273,273,500.0,154,24
274,274,168.0,131,12
275,275,NULL,52,26
276,276,NULL,52,26
277,277,430.0,209,10
278,278,273.0,157,19
279,279,463.0,63,23
280,280,469.0,191,17
281,281,279.0,104,26
282,282,29.0,198,19
283,283,340.0,191,17
285,285,6.0,6,12
286,286,13.0,27,4
287,287,484.0,4,1
288,288,296.0,72,22
289,289,459.0,154,24
290,290,205.0,103,26
291,291,553.0,142,10
292,292,505.0,3,18
293,293,152.0,79,28
294,294,391.0,177,28
295,295,196.0,209,10
296,296,472.0,138,10
297,297,322.0,190,17
298,298,395.0,111,28
299,299,501.0,207,26
300,300,537.0,191,17
301,301,335.0,198,19
302,302,529.0,139,10
303,303,73.0,151,26
304,304,527.0,154,24
305,305,470.0,84,15
306,306,422.0,108,22
307,307,451.0,59,19
309,309,111.0,163,15
310,310,426.0,11,10
312,312,131.0,2,24
313,313,216.0,86,10
314,314,133.0,76,12
315,315,486.0,193,18
316,316,132.0,124,10
317,317,107.0,19,31
318,318,8.0,159,10
319,319,445.0,34,18
320,320,441.0,173,22
321,321,248.0,192,22
322,322,179.0,2,24
323,323,452.0,84,15
324,324,345.0,42,18
325,325,368.0,3,18
326,326,273.0,157,19
327,327,77.0,13,26
329,329,NULL,52,26
330,330,75.0,103,26
331,331,545.0,76,12
332,332,312.0,105,19
333,333,266.0,177,28
334,334,109.0,163,15
335,335,363.0,133,28
336,336,370.0,100,11
337,337,210.0,163,15
338,338,481.0,39,14
339,339,229.0,177,28
340,340,207.0,150,15
341,341,142.0,40,11
342,342,NULL,52,26
343,343,199.0,100,11
344,344,194.0,163,15
345,345,495.0,206,11
346,346,84.0,141,18
347,347,265.0,27,4
348,348,433.0,105,19
349,349,385.0,171,26
350,350,70.0,121,15
351,351,411.0,111,28
352,352,108.0,68,22
353,353,50.0,40,11
354,354,310.0,174,19
355,355,322.0,190,17
356,356,367.0,3,18
357,357,473.0,208,11
358,358,18.0,190,17
359,359,133.0,76,12
360,360,525.0,18,12
361,361,6.0,6,12
362,362,133.0,76,12
363,363,133.0,76,12
364,364,6.0,6,12
365,365,133.0,76,12
